ZONA;BARRIO;CODIGO_CALLE;SIGLAS;CALLE;INICIO;FIN;PARIDAD
NARANCO-R                                         ;NARANCO-ESTE                                      ;352;CALLE;MONSEÑOR OSCAR ARNULFO ROMERO                     ;0;9999;Ambos
NARANCO-R                                         ;NARANCO-ESTE                                      ;1813;LUGAR;TOLEO                                             ;0;9999;Ambos
NARANCO-R                                         ;NARANCO-ESTE                                      ;1855;LUGAR;VILLAMEJIL                                        ;0;9999;Ambos
NARANCO-R                                         ;NARANCO-OESTE Rural                               ;639;URB  ;MONTE ALTO                                        ;0;9998;Ambos
NARANCO-R                                         ;NARANCO-OESTE Rural                               ;608;BARRO;MONTE DEL-CONCINOS                                ;0;9998;Ambos
NARANCO-R                                         ;NARANCO-OESTE Rural                               ;321;AVDA ;MONUMENTOS DE LOS                                 ;44;94;Par  
NARANCO-R                                         ;NARANCO-OESTE Rural                               ;321;AVDA ;MONUMENTOS DE LOS                                 ;29;69;Impar
NARANCO-R                                         ;NARANCO-OESTE Rural                               ;459;LUGAR;SAN LAZARO DE PANICERES                           ;0;9998;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;3;CALLE;ACISCLO MUÑIZ VIGO                                ;1;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;646;PASEO;AIDA LAFUENTE                                     ;1;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;17;CALLE;ALMACENES INDUSTRIALES                            ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;31;CALLE;ARCIPRESTE DE HITA                                ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;45;CALLE;AUGUSTO JUNQUERA                                  ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;53;CALLE;BELARMINO CABAL                                   ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;612;LUGAR;BERTEDORIO                                        ;0;9998;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;73;CALLE;CALDERON DE LA BARCA                              ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;124;CALLE;CORONEL BOBES                                     ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;133;CALLE;CUATRO ASES DE LA CANCION ASTURIANA               ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;581;CALLE;ERNESTO WINTER BLANCO                             ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;153;CALLE;ESCULTOR LAVIADA                                  ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;166;CALLE;FERNANDEZ DE OVIEDO                               ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;170;CALLE;FERNANDO DE ROJAS                                 ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;691;PLAZA;FERROVIARIOS DE LOS                               ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;692;AVDA ;FUNDACION PRINCIPE DE ASTURIAS                    ;2;14;Par  
NARANCO-U                                         ;CIUDAD NARANCO                                    ;4094;CALLE;HANGZHOU                                          ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;210;CALLE;HERMANAS SANCHEZ TAMARGO                          ;0;9999;Ambos
NARANCO-U                                         ;CIUDAD NARANCO                                    ;219;CALLE;INDEPENDENCIA                                     ;28;34;Par  
NARANCO-U                                         ;CIUDAD NARANCO                                    ;220;CALLE;INGENIERO MARQUINA                                ;2;6;Par  
